"EXERCISE","SHEET","GROUPID","TEAMID","ASSIGNMENT","PHYSICAL_FILENAME","DELETE_TIMESTAMP"
"GdP23","04","03","18","2","20231126192040-Dates.fs","20231126193328"
"GdP23","04","05","17","3","20231126192112-Nats.fs","20231126192414"
"GdP23","04","01","1","2","20231126192530-Dates.fs","20231126192602"
"GdP23","04","03","3","2","20231126192903-Dates.fs","20231126192931"
"GdP23","04","03","3","2","20231126192958-Dates.fs","20231126193019"
"GdP23","04","03","18","2","20231126193342-Dates.fs","20231126193548"
"GdP23","04","11","10","3","20231126193445-Nats.fs","20231126194437"
"GdP23","04","02","15","2","20231126193655-Dates.fs","20231126195107"
"GdP23","04","03","3","2","20231126194243-Dates.fs","20231126194320"
"GdP23","04","11","10","3","20231126194450-Nats.fs","20231126200256"
"GdP23","04","02","15","2","20231126195107-Dates.fs","20231126195651"
"GdP23","04","06","10","2","20231126195310-Dates.fs","20231126195450"
"GdP23","04","03","10","2","20231126195445-Dates.fs","20231126195525"
"GdP23","04","06","10","2","20231126195450-Dates.fs","20231126195458"
"GdP23","04","06","10","2","20231126195501-Dates.fs","20231126195548"
"GdP23","04","03","3","2","20231126195524-Dates.fs","20231126200210"
"GdP23","04","03","10","2","20231126195527-Dates.fs","20231126195813"
"GdP23","04","06","10","2","20231126195552-Dates.fs","20231126195702"
"GdP23","04","02","15","2","20231126195656-Dates.fs","20231126195748"
"GdP23","04","06","10","2","20231126195704-Dates.fs","20231126195746"
"GdP23","04","06","10","2","20231126195750-Dates.fs","20231126200952"
"GdP23","04","02","15","2","20231126195752-Dates.fs","20231126195938"
"GdP23","04","03","10","2","20231126195817-Dates.fs","20231126200024"
"GdP23","04","02","15","2","20231126195942-Dates.fs","20231126200311"
"GdP23","04","03","10","2","20231126200027-Dates.fs","20231126200118"
"GdP23","04","03","10","2","20231126200121-Dates.fs","20231126200214"
"GdP23","04","03","3","2","20231126200214-Dates.fs","20231126200255"
"GdP23","04","03","10","2","20231126200217-Dates.fs","20231126200330"
"GdP23","04","02","15","2","20231126200311-Dates.fs","20231126200958"
"GdP23","04","11","10","3","20231126200314-Nats.fs","20231126200404"
"GdP23","04","03","10","2","20231126200333-Dates.fs","20231126200650"
"GdP23","04","06","12","2","20231126200401-Dates.fs","20231126200500"
"GdP23","04","11","10","3","20231126200414-Nats.fs","20231126200527"
"GdP23","04","06","12","2","20231126200505-Dates.fs","20231126201907"
"GdP23","04","11","10","3","20231126200538-Nats.fs","20231126200842"
"GdP23","04","03","10","2","20231126200653-Dates.fs","20231126200912"
"GdP23","04","11","10","3","20231126200852-Nats.fs","20231126201233"
"GdP23","04","03","10","2","20231126200915-Dates.fs","20231126200947"
"GdP23","04","03","10","2","20231126200950-Dates.fs","20231126201509"
"GdP23","04","06","10","2","20231126200955-Dates.fs","20231126201144"
"GdP23","04","02","15","2","20231126201002-Dates.fs","20231126204248"
"GdP23","04","06","10","2","20231126201146-Dates.fs","20231126201240"
"GdP23","04","06","10","2","20231126201240-Dates.fs","20231126201255"
"GdP23","04","11","10","3","20231126201242-Nats.fs","20231126202747"
"GdP23","04","06","10","2","20231126201258-Dates.fs","20231126201449"
"GdP23","04","06","10","2","20231126201452-Dates.fs","20231126202550"
"GdP23","04","03","10","2","20231126201512-Dates.fs","20231126201743"
"GdP23","04","06","12","2","20231126201913-Dates.fs","20231126202006"
"GdP23","04","06","12","2","20231126202012-Dates.fs","20231126202056"
"GdP23","04","06","12","2","20231126202100-Dates.fs","20231126233059"
"GdP23","04","03","10","2","20231126202203-Dates.fs","20231126202334"
"GdP23","04","01","1","3","20231126202336-Nats.fs","20231126202430"
"GdP23","04","03","10","2","20231126202337-Dates.fs","20231126202400"
"GdP23","04","02","20","2","20231126202356-Dates.fs","20231126205528"
"GdP23","04","03","10","2","20231126202403-Dates.fs","20231126202508"
"GdP23","04","03","10","2","20231126202518-Dates.fs","20231126203514"
"GdP23","04","06","10","2","20231126202553-Dates.fs","20231126203506"
"GdP23","04","11","10","3","20231126202756-Nats.fs","20231126203725"
"GdP23","04","03","10","2","20231126203524-Dates.fs","20231126203812"
"GdP23","04","11","10","3","20231126203725-Nats.fs","20231126203850"
"GdP23","04","05","19","2","20231126203810-Dates.fs","20231126204026"
"GdP23","04","03","10","2","20231126203816-Dates.fs","20231126203849"
"GdP23","04","11","10","3","20231126203850-Nats.fs","20231126204842"
"GdP23","04","03","10","2","20231126203853-Dates.fs","20231126203941"
"GdP23","04","03","10","2","20231126203944-Dates.fs","20231126204025"
"GdP23","04","03","10","2","20231126204028-Dates.fs","20231126204100"
"GdP23","04","05","19","2","20231126204029-Dates.fs","20231126204833"
"GdP23","04","03","10","2","20231126204541-Dates.fs","20231126204625"
"GdP23","04","03","10","2","20231126204629-Dates.fs","20231126204705"
"GdP23","04","03","10","2","20231126204708-Dates.fs","20231126205006"
"GdP23","04","05","19","2","20231126204836-Dates.fs","20231126223043"
"GdP23","04","11","10","3","20231126204855-Nats.fs","20231126205112"
"GdP23","04","03","10","2","20231126205009-Dates.fs","20231126205039"
"GdP23","04","03","10","2","20231126205042-Dates.fs","20231126205216"
"GdP23","04","06","11","2","20231126205101-Dates.fs","20231126212913"
"GdP23","04","11","10","3","20231126205121-Nats.fs","20231126205911"
"GdP23","04","03","10","2","20231126205219-Dates.fs","20231126205333"
"GdP23","04","03","10","2","20231126205336-Dates.fs","20231127091923"
"GdP23","04","02","20","2","20231126205532-Dates.fs","20231126233103"
"GdP23","04","11","10","3","20231126205921-Nats.fs","20231126210042"
"GdP23","04","11","10","3","20231126210052-Nats.fs","20231128134228"
"GdP23","04","05","1","2","20231126210700-Dates.fs","20231126223021"
"GdP23","04","01","8","2","20231126211251-Dates.fs","20231126211338"
"GdP23","04","01","8","2","20231126211342-Dates.fs","20231127190324"
"GdP23","04","07","15","2","20231126212054-Dates.fs","20231126212328"
"GdP23","04","07","15","2","20231126212339-Dates.fs","20231126212757"
"GdP23","04","07","15","2","20231126212802-Dates.fs","20231126212850"
"GdP23","04","07","15","2","20231126212854-Dates.fs","20231126213014"
"GdP23","04","03","3","3","20231126212905-Nats.fs","20231126213115"
"GdP23","04","06","11","2","20231126212913-Dates.fs","20231126214907"
"GdP23","04","07","15","2","20231126213020-Dates.fs","20231126213112"
"GdP23","04","07","15","2","20231126213118-Dates.fs","20231126213238"
"GdP23","04","03","3","3","20231126213121-Nats.fs","20231126213224"
"GdP23","04","07","15","2","20231126213238-Dates.fs","20231126213247"
"GdP23","04","07","15","2","20231126213247-Dates.fs","20231126213407"
"GdP23","04","07","15","2","20231126213413-Dates.fs","20231127220620"
"GdP23","04","03","3","3","20231126213907-Nats.fs","20231126213937"
"GdP23","04","08","3","2","20231126214529-Dates.fs","20231127102442"
"GdP23","04","06","11","2","20231126214910-Dates.fs","20231126215108"
"GdP23","04","07","6","3","20231126220807-nats Joshua Halbritter.fs","20231126221003"
"GdP23","04","07","10","3","20231126220909-Nats.fs","20231126221525"
"GdP23","04","07","6","3","20231126221007-nats Joshua Halbritter.fs","20231126221307"
"GdP23","04","06","13","2","20231126221022-Dates.fs","20231126222027"
"GdP23","04","06","13","2","20231126221022-Dates.fsproj","20231126221039"
"GdP23","04","06","13","2","20231126221022-Mini.fs","20231126221041"
"GdP23","04","07","6","2","20231126221024-Dates Joshua Halbritter.fs","20231126221236"
"GdP23","04","07","6","2","20231126221241-Dates Joshua Halbritter.fs","20231126221345"
"GdP23","04","07","10","3","20231126221525-Nats.fs","20231126221530"
"GdP23","04","07","6","2","20231126221901-Dates Joshua Halbritter.fs","20231126222248"
"GdP23","04","06","13","2","20231126222038-Dates.fs","20231126222411"
"GdP23","04","06","13","2","20231126222038-Dates.fsproj","20231126222049"
"GdP23","04","06","13","2","20231126222038-Mini.fs","20231126222047"
"GdP23","04","07","6","2","20231126222250-Dates Joshua Halbritter.fs","20231126222707"
"GdP23","04","06","13","2","20231126222417-Dates.fs","20231126224236"
"GdP23","04","10","2","2","20231126222626-Dates.fs","20231126223039"
"GdP23","04","07","6","2","20231126222710-Dates Joshua Halbritter.fs","20231126222931"
"GdP23","04","07","6","3","20231126222721-nats Joshua Halbritter.fs","20231126223133"
"GdP23","04","05","1","3","20231126223037-Nats.fs","20231126223338"
"GdP23","04","05","19","2","20231126223045-Dates.fs","20231126225224"
"GdP23","04","10","2","2","20231126223116-Dates.fs","20231126223138"
"GdP23","04","10","2","2","20231126223221-Dates.fs","20231128214811"
"GdP23","04","05","1","3","20231126223348-Nats.fs","20231126223459"
"GdP23","04","01","15","2","20231126223710-Dates.fs","20231126223808"
"GdP23","04","06","13","2","20231126224242-Dates.fs","20231126224714"
"GdP23","04","06","13","2","20231126224718-Dates.fs","20231126225810"
"GdP23","04","05","19","2","20231126225226-Dates.fs","20231126225442"
"GdP23","04","05","19","2","20231126225446-Dates.fs","20231126225708"
"GdP23","04","05","19","2","20231126225711-Dates.fs","20231126225738"
"GdP23","04","01","1","2","20231126225727-Dates.fs","20231126225928"
"GdP23","04","05","19","2","20231126225740-Dates.fs","20231126230732"
"GdP23","04","06","13","2","20231126225815-Dates.fs","20231126230018"
"GdP23","04","06","13","2","20231126230028-Dates.fs","20231126230323"
"GdP23","04","05","1","3","20231126230059-Nats.fs","20231126232357"
"GdP23","04","06","13","2","20231126230333-Dates.fs","20231126230409"
"GdP23","04","05","19","2","20231126230736-Dates.fs","20231126231229"
"GdP23","04","05","19","2","20231126231630-Dates.fs","20231126231817"
"GdP23","04","03","18","3","20231126231656-Nats.fs","20231126234804"
"GdP23","04","05","19","2","20231126231944-Dates.fs","20231127142052"
"GdP23","04","06","12","2","20231126233105-Dates.fs","20231127010957"
"GdP23","04","03","13","2","20231126233841-Dates.fs","20231126234234"
"GdP23","04","03","13","2","20231126234242-Dates.fs","20231126234514"
"GdP23","04","03","2","3","20231126234421-Nats.fs","20231126234510"
"GdP23","04","03","2","3","20231126234516-Nats.fs","20231126234657"
"GdP23","04","03","13","2","20231126234521-Dates.fs","20231126234743"
"GdP23","04","03","2","3","20231126234710-Nats.fs","20231126235049"
"GdP23","04","03","13","2","20231126234757-Dates.fs","20231126235341"
"GdP23","04","03","18","3","20231126234815-Nats.fs","20231126235128"
"GdP23","04","03","2","3","20231126235056-Nats.fs","20231126235436"
"GdP23","04","03","18","3","20231126235133-Nats.fs","20231126235538"
"GdP23","04","03","13","2","20231126235405-Dates.fs","20231126235418"
"GdP23","04","03","13","2","20231126235423-Dates.fsproj","20231126235435"
"GdP23","04","03","13","2","20231126235423-Dates.fs","20231126235433"
"GdP23","04","03","13","2","20231126235423-Mini.fs","20231126235436"
"GdP23","04","03","18","3","20231126235544-Nats.fs","20231126235625"
"GdP23","04","03","18","3","20231126235629-Nats.fs","20231126235806"
"GdP23","04","03","18","3","20231126235817-Nats.fs","20231127240715"
"GdP23","04","06","19","4","20231127240112-team19_aufgabe4_ublatt4.pdf","20231127242018"
"GdP23","04","07","13","3","20231127240425-Nats.fs","20231127240837"
"GdP23","04","03","13","2","20231127240554-review.zip","20231127240557"
"GdP23","04","03","13","2","20231127240613-Dates.fs","20231127240758"
"GdP23","04","03","18","3","20231127240726-Nats.fs","20231127240837"
"GdP23","04","03","13","2","20231127240758-Dates.fs","20231127241020"
"GdP23","04","03","13","2","20231127241033-Dates.fs","20231127241226"
"GdP23","04","03","13","2","20231127241229-Dates.fs","20231127241402"
"GdP23","04","03","13","2","20231127241405-Dates.fs","20231127241515"
"GdP23","04","03","13","2","20231127241518-Dates.fs","20231127242155"
"GdP23","04","03","13","2","20231127242226-Dates.fs","20231127242532"
"GdP23","04","03","13","2","20231127242740-Dates.fs","20231127242846"
"GdP23","04","03","13","2","20231127242910-Dates.fs","20231127242956"
"GdP23","04","03","13","2","20231127243019-Dates.fs","20231127243218"
"GdP23","04","03","13","2","20231127243221-Dates.fs","20231127243422"
"GdP23","04","02","8","2","20231127243332-Dates.fs","20231127243421"
"GdP23","04","03","13","2","20231127243425-Dates.fs","20231127243449"
"GdP23","04","02","8","2","20231127243427-Dates.fs","20231127244317"
"GdP23","04","03","13","2","20231127243451-Dates.fs","20231127243959"
"GdP23","04","03","13","2","20231127244003-Dates.fs","20231127244153"
"GdP23","04","04","19","2","20231127244132-Dates.fs","20231127244257"
"GdP23","04","03","13","2","20231127244156-Dates.fs","20231127244210"
"GdP23","04","03","13","2","20231127244218-Dates.fs","20231127244420"
"GdP23","04","04","19","3","20231127244220-Nats.fs","20231127244259"
"GdP23","04","04","19","2","20231127244303-Nats.fs","20231127244438"
"GdP23","04","02","8","2","20231127244317-Dates.fs","20231127244945"
"GdP23","04","03","13","2","20231127244431-Dates.fs","20231127101103"
"GdP23","04","02","8","2","20231127244945-Dates.fs","20231127245437"
"GdP23","04","02","8","2","20231127245437-Dates.fs","20231127245748"
"GdP23","04","03","14","2","20231127245528-Dates.fs","20231127010440"
"GdP23","04","03","14","3","20231127245537-Nats.fs","20231127010456"
"GdP23","04","02","8","2","20231127245748-Dates.fs","20231127010853"
"GdP23","04","02","8","2","20231127010853-Dates.fs","20231127011033"
"GdP23","04","06","12","2","20231127011006-Dates.fs","20231127030909"
"GdP23","04","02","8","2","20231127011033-Dates.fs","20231127012821"
"GdP23","04","05","4","2","20231127011556-Dates.fs","20231127232135"
"GdP23","04","01","6","2","20231127012451-Dates.fs","20240201173420"
"GdP23","04","01","6","3","20231127012516-Nats.fs","20231127012740"
"GdP23","04","01","6","3","20231127012739-Einfalt-Lars-Übung-4(GDP).pdf","20231127012806"
"GdP23","04","01","6","3","20231127012820-Nats.fs","20240205130849"
"GdP23","04","02","8","2","20231127012821-Dates.fs","20231127013031"
"GdP23","04","02","8","2","20231127013031-Dates.fs","20231127013404"
"GdP23","04","02","8","2","20231127013404-Dates.fs","20231127014446"
"GdP23","04","01","9","3","20231127013856-Nats.fs HA","20231127030540"
"GdP23","04","02","13","2","20231127014244-Dates.fs","20231127014417"
"GdP23","04","02","13","2","20231127014421-Dates.fs","20231127025318"
"GdP23","04","02","8","2","20231127014446-Dates.fs","20231127014738"
"GdP23","04","04","16","2","20231127032049-Dates.fs","20231127032323"
"GdP23","04","02","13","2","20231127040627-Dates.fs","20231127040647"
"GdP23","04","01","17","2","20231127040715-Dates.fs","20231127040824"
"GdP23","04","02","13","2","20231127041713-Dates.fs","20231127042020"
"GdP23","04","02","13","2","20231127042027-Dates.fs","20231127042903"
"GdP23","04","02","13","2","20231127042908-Dates.fs","20231127044511"
"GdP23","04","06","19","2","20231127060306-Dates.fs","20231127060753"
"GdP23","04","06","19","3","20231127062343-Nats.fs","20231127062438"
"GdP23","04","06","19","3","20231127062444-Nats.fs","20231127062529"
"GdP23","04","03","4","3","20231127083249-Nats.fs","20231127083457"
"GdP23","04","03","4","3","20231127083506-Nats.fs","20231127083651"
"GdP23","04","01","15","2","20231127085714-Dates.fs","20231127090004"
"GdP23","04","01","15","2","20231127090631-Dates.fs","20231127090708"
"GdP23","04","01","3","2","20231127091420-Dates.fs","20231127110633"
"GdP23","04","01","14","2","20231127091440-Dates.fs","20231127094047"
"GdP23","04","03","10","2","20231127091930-Dates.fs","20231127092122"
"GdP23","04","03","10","2","20231127092127-Dates.fs","20231127092202"
"GdP23","04","03","10","2","20231127092210-Dates.fs","20231127092727"
"GdP23","04","03","10","2","20231127092731-Dates.fs","20231127093314"
"GdP23","04","03","10","2","20231127093318-Dates.fs","20231127093348"
"GdP23","04","03","10","2","20231127093352-Dates.fs","20231127093542"
"GdP23","04","03","10","2","20231127093546-Dates.fs","20231127093707"
"GdP23","04","03","10","2","20231127093711-Dates.fs","20231127093858"
"GdP23","04","03","10","2","20231127093902-Dates.fs","20231127093931"
"GdP23","04","03","10","2","20231127093934-Dates.fs","20231127094246"
"GdP23","04","01","14","2","20231127094056-Dates.fs","20231127094731"
"GdP23","04","03","10","2","20231127094249-Dates.fs","20231127094319"
"GdP23","04","03","10","2","20231127094323-Dates.fs","20231127094451"
"GdP23","04","03","10","2","20231127094454-Dates.fs","20231127094605"
"GdP23","04","03","10","2","20231127094609-Dates.fs","20231127094712"
"GdP23","04","03","10","2","20231127094715-Dates.fs","20231127094758"
"GdP23","04","03","10","2","20231127094801-Dates.fs","20231127094840"
"GdP23","04","03","10","2","20231127094844-Dates.fs","20231127095239"
"GdP23","04","06","17","2","20231127094920-Dates.fs","20231127095105"
"GdP23","04","03","10","2","20231127095243-Dates.fs","20231127095324"
"GdP23","04","03","10","2","20231127095327-Dates.fs","20231127095359"
"GdP23","04","03","10","2","20231127095402-Dates.fs","20231127095523"
"GdP23","04","03","10","2","20231127095526-Dates.fs","20231127095614"
"GdP23","04","03","13","2","20231127101103-Dates.fs","20231127101152"
"GdP23","04","03","13","2","20231127101152-Dates.fs","20231127101939"
"GdP23","04","01","15","3","20231127102235-Nats.fs","20231127102344"
"GdP23","04","06","17","3","20231127102459-Nats.fs","20231127112621"
"GdP23","04","08","3","2","20231127104614-Dates.fs","20231127104702"
"GdP23","04","08","3","2","20231127104702-Dates.fs","20231127104720"
"GdP23","04","08","3","2","20231127104723-Dates.fs","20231127104838"
"GdP23","04","05","12","2","20231127105531-Dates.fs","20231127110818"
"GdP23","04","05","12","2","20231127110828-Dates.fs","20231127111751"
"GdP23","04","08","3","3","20231127111021-Nats.fs","20231127122300"
"GdP23","04","05","1","2","20231127111736-Nats.fs","20231127112003"
"GdP23","04","05","12","2","20231127111755-Dates.fs","20231127112347"
"GdP23","04","05","1","2","20231127112238-Nats.fs","20231127113942"
"GdP23","04","05","12","2","20231127112351-Dates.fs","20231127112950"
"GdP23","04","06","17","3","20231127112632-Nats.fs","20231127112821"
"GdP23","04","06","17","3","20231127112821-Nats.fs","20231127112828"
"GdP23","04","05","12","2","20231127112954-Dates.fs","20231127113023"
"GdP23","04","05","12","2","20231127113023-Dates.fs","20231127113039"
"GdP23","04","05","12","2","20231127113044-Dates.fs","20231127114123"
"GdP23","04","05","1","2","20231127113948-Nats.fs","20231127121214"
"GdP23","04","05","12","2","20231127114123-Dates.fs","20231127114626"
"GdP23","04","05","12","2","20231127114626-Dates.fs","20231127114745"
"GdP23","04","05","12","2","20231127114745-Dates.fs","20231127120147"
"GdP23","04","05","12","2","20231127120147-Dates.fs","20231127120151"
"GdP23","04","05","12","2","20231127120155-Dates.fs","20231127121155"
"GdP23","04","05","12","2","20231127121200-Dates.fs","20231127122041"
"GdP23","04","05","1","3","20231127121240-Nats.fs","20231127121333"
"GdP23","04","05","1","2","20231127121302-Dates.fs","20231127121331"
"GdP23","04","05","1","2","20231127121509-Dates.fs","20231127121642"
"GdP23","04","05","1","2","20231127121648-Dates.fs","20231127121821"
"GdP23","04","05","1","2","20231127121829-Dates.fs","20231127121905"
"GdP23","04","05","1","2","20231127121911-Dates.fs","20231127123918"
"GdP23","04","05","12","2","20231127122045-Dates.fs","20231127122122"
"GdP23","04","05","12","2","20231127122122-Dates.fs","20231127122604"
"GdP23","04","07","8","2","20231127122429-Dates.fs","20231127141409"
"GdP23","04","05","12","2","20231127122608-Dates.fs","20231127123418"
"GdP23","04","05","12","2","20231127123418-Dates.fs","20231127123905"
"GdP23","04","05","1","3","20231127123721-Nats.fs","20231127123916"
"GdP23","04","05","12","2","20231127123908-Dates.fs","20231127124150"
"GdP23","04","05","1","3","20231127123928-Nats.fs","20231127124054"
"GdP23","04","05","12","2","20231127124216-Dates.fs","20231127124429"
"GdP23","04","05","12","2","20231127124436-Dates.fs","20231127125525"
"GdP23","04","05","1","3","20231127125053-Nats.fs","20231127125305"
"GdP23","04","05","1","3","20231127125315-Nats.fs","20231127140048"
"GdP23","04","05","12","2","20231127125528-Dates.fs","20231127125839"
"GdP23","04","05","12","2","20231127125843-Dates.fs","20231127131320"
"GdP23","04","05","12","2","20231127131324-Dates.fs","20231127132028"
"GdP23","04","05","12","2","20231127132032-Dates.fs","20231127132503"
"GdP23","04","05","12","2","20231127132512-Dates.fs","20231127133044"
"GdP23","04","05","12","2","20231127133053-Dates.fs","20231127133709"
"GdP23","04","05","1","2","20231127140036-Dates.fs","20231127142522"
"GdP23","04","05","1","3","20231127140048-Nats.fs","20231127145947"
"GdP23","04","05","19","2","20231127142054-Dates.fs","20231127150044"
"GdP23","04","02","21","2","20231127142104-Dates.fs","20231127142219"
"GdP23","04","07","9","2","20231127142108-Dates.fs","20231127142239"
"GdP23","04","07","9","2","20231127142247-Dates.fs","20231127144007"
"GdP23","04","07","9","3","20231127142421-Nats.fs","20231127150235"
"GdP23","04","05","1","2","20231127142531-Dates.fs","20231127142719"
"GdP23","04","05","1","2","20231127142725-Dates.fs","20231127144344"
"GdP23","04","07","5","2","20231127143824-Dates.fsproj","20231127150327"
"GdP23","04","07","5","2","20231127143824-Dates.fs","20231127143921"
"GdP23","04","07","5","2","20231127143830-Mini.fs","20231127150326"
"GdP23","04","07","5","2","20231127143921-Dates.fs","20231127150328"
"GdP23","04","05","2","2","20231127143942-Dates.fs","20231127160242"
"GdP23","04","05","1","2","20231127144352-Dates.fs","20231127144503"
"GdP23","04","05","1","2","20231127144512-Dates.fs","20231127145945"
"GdP23","04","11","19","3","20231127150125-Nats.fs","20231127150832"
"GdP23","04","05","19","3","20231127150226-Nats.fs","20231127153915"
"GdP23","04","11","19","3","20231127150839-Nats.fs","20231127151505"
"GdP23","04","08","15","2","20231127150952-Dates.fs","20231127151159"
"GdP23","04","08","15","2","20231127151203-Dates.fs","20231127151849"
"GdP23","04","05","1","2","20231127151237-Dates.fs","20231127151337"
"GdP23","04","05","1","2","20231127151348-Dates.fs","20231127151616"
"GdP23","04","11","19","3","20231127151509-Nats.fs","20231127151631"
"GdP23","04","05","1","2","20231127151628-Dates.fs","20231127151748"
"GdP23","04","05","1","2","20231127151758-Dates.fs","20231127151850"
"GdP23","04","08","15","2","20231127151854-Dates.fs","20231127152220"
"GdP23","04","05","1","2","20231127151901-Dates.fs","20231127191708"
"GdP23","04","08","15","2","20231127152225-Dates.fs","20231127153142"
"GdP23","04","08","15","2","20231127153148-Dates.fs","20231127153610"
"GdP23","04","10","2","3","20231127153241-Nats.fs","20231127153809"
"GdP23","04","05","11","2","20231127153415-Dates.fs","20231127153719"
"GdP23","04","08","15","2","20231127153615-Dates.fs","20231127215700"
"GdP23","04","10","2","3","20231127153822-Nats.fs","20231127154512"
"GdP23","04","05","20","2","20231127153900-Dates.fs","20231127154311"
"GdP23","04","05","19","3","20231127153923-Nats.fs","20231127154029"
"GdP23","04","05","19","3","20231127154033-Nats.fs","20231127202538"
"GdP23","04","08","8","4","20231127155521-uebung04.pdf","20231128234327"
"GdP23","04","10","8","2","20231127160029-Dates.fs","20231127160339"
"GdP23","04","05","2","3","20231127160238-Nats.fs","20231127160811"
"GdP23","04","05","20","3","20231127161940-Nats.fs","20231127162031"
"GdP23","04","05","2","3","20231127162619-Nats.fs","20231127162700"
"GdP23","04","11","19","2","20231127164243-Dates.fs","20231127170207"
"GdP23","04","09","4","3","20231127165337-Nats.fs","20240203154152"
"GdP23","04","11","19","2","20231127170215-Dates.fs","20231127213229"
"GdP23","04","07","18","3","20231127170849-Nats.fs","20231127171117"
"GdP23","04","07","3","2","20231127185130-Dates.fs","20231127185212"
"GdP23","04","11","5","2","20231127185705-Dates.fs","20231127185805"
"GdP23","04","11","5","2","20231127185805-Dates.fs","20231127185815"
"GdP23","04","11","5","2","20231127185819-Dates.fs","20231128155144"
"GdP23","04","01","8","2","20231127190338-Dates.fs","20231129204756"
"GdP23","04","11","3","2","20231127191812-Dates.fs","20231127194125"
"GdP23","04","05","18","4","20231127193058-Aufgabe.fs","20231127193152"
"GdP23","04","11","3","2","20231127194129-Dates.fs","20231128165122"
"GdP23","04","05","2","2","20231127194939-Dates.fs","20231127201725"
"GdP23","04","05","2","2","20231127201729-Dates.fs","20231127202011"
"GdP23","04","05","2","2","20231127202016-Dates.fs","20231129141813"
"GdP23","04","09","18","3","20231127203458-Nats.fs","20231127203541"
"GdP23","04","09","1","3","20231127203746-Aufgabe-04-3.zip","20231127203834"
"GdP23","04","09","18","3","20231127203952-Nats.fs","20231127205749"
"GdP23","04","10","13","2","20231127205547-Dates.fs","20231127210304"
"GdP23","04","09","18","3","20231127205804-Nats.fs","20231128162432"
"GdP23","04","10","13","2","20231127210316-Dates.fs","20231128083933"
"GdP23","04","11","19","2","20231127213234-Dates.fs","20231127231827"
"GdP23","04","07","5","2","20231127213727-Dates.fs","20231127220639"
"GdP23","04","07","15","3","20231127213746-Nats.fs","20231127213940"
"GdP23","04","07","5","3","20231127213939-Nats.fs","20231127220932"
"GdP23","04","07","15","3","20231127213945-Nats.fs","20231127214047"
"GdP23","04","07","15","3","20231127214052-Nats.fs","20231127214123"
"GdP23","04","07","15","3","20231127214128-Nats.fs","20231127214232"
"GdP23","04","07","15","3","20231127214237-Nats.fs","20231127214340"
"GdP23","04","07","15","3","20231127214345-Nats.fs","20231127214820"
"GdP23","04","05","14","2","20231127214808-Dates.fs","20231127214848"
"GdP23","04","07","15","3","20231127214820-Nats.fs","20231127214902"
"GdP23","04","09","2","2","20231127214830-Dates.fs","20231127214929"
"GdP23","04","05","14","2","20231127214853-Dates.fs","20231127215301"
"GdP23","04","07","15","3","20231127214913-Nats.fs","20231127215244"
"GdP23","04","07","15","3","20231127215249-Nats.fs","20231127215335"
"GdP23","04","05","14","2","20231127215301-Dates.fs","20231127215528"
"GdP23","04","07","15","3","20231127215340-Nats.fs","20231127215654"
"GdP23","04","05","14","2","20231127215528-Dates.fs","20231127220259"
"GdP23","04","07","15","3","20231127215659-Nats.fs","20231127215734"
"GdP23","04","08","15","2","20231127215720-Dates.fs","20231127220634"
"GdP23","04","09","2","2","20231127215814-Dates.fs","20231127221023"
"GdP23","04","05","14","2","20231127220259-Dates.fs","20231127220448"
"GdP23","04","05","14","2","20231127220448-Dates.fs","20231127220523"
"GdP23","04","05","14","2","20231127220525-Dates.fs","20231127220706"
"GdP23","04","07","15","2","20231127220630-Dates.fs","20231127220732"
"GdP23","04","08","15","2","20231127220642-Dates.fs","20231127220715"
"GdP23","04","07","5","2","20231127220653-Dates.fs","20231127222057"
"GdP23","04","05","14","2","20231127220711-Dates.fs","20231127220810"
"GdP23","04","08","15","2","20231127220718-Dates.fs","20231128200815"
"GdP23","04","07","15","2","20231127220736-Dates.fs","20231127221438"
"GdP23","04","05","14","2","20231127220810-Dates.fs","20231127220901"
"GdP23","04","05","14","2","20231127220905-Dates.fs","20231127221022"
"GdP23","04","05","14","2","20231127221022-Dates.fs","20231127221113"
"GdP23","04","09","2","2","20231127221027-Dates.fs","20231127221428"
"GdP23","04","05","14","2","20231127221115-Dates.fs","20231127221558"
"GdP23","04","05","2","3","20231127221310-Nats.fs","20231129141811"
"GdP23","04","09","2","2","20231127221451-Dates.fs","20231127224748"
"GdP23","04","05","14","2","20231127221558-Dates.fs","20231127221941"
"GdP23","04","05","14","2","20231127221944-Dates.fs","20231127222125"
"GdP23","04","07","5","2","20231127222115-Dates.fsproj","20231127222208"
"GdP23","04","05","14","2","20231127222127-Dates.fs","20231127222444"
"GdP23","04","07","5","2","20231127222138-Dates.fs","20231127222424"
"GdP23","04","07","5","2","20231127222432-Dates.fs","20231127222547"
"GdP23","04","05","14","2","20231127222448-Dates.fs","20231127222522"
"GdP23","04","05","14","2","20231127222525-Dates.fs","20231127223419"
"GdP23","04","07","5","2","20231127222614-Mini.fs","20231128085827"
"GdP23","04","07","5","2","20231127222627-Dates.fsproj","20231128085819"
"GdP23","04","05","14","2","20231127223422-Dates.fs","20231127223553"
"GdP23","04","05","14","2","20231127223735-Dates.fs","20231127223811"
"GdP23","04","05","14","2","20231127223814-Dates.fs","20231127223856"
"GdP23","04","05","14","2","20231127223858-Dates.fs","20231127223919"
"GdP23","04","05","14","2","20231127223922-Dates.fs","20231127224034"
